gene	 prob_haploinsufficient 
DPPA5	 0.0040632 
HOXC11	 0.0040590 
SLC9B1P1	 0.0040587 
LCE1D	 0.0040569 
CCDC58	 0.0040567 
ACTL9	 0.0040543 
RP11-553A10.1	 0.0040523 
ARHGEF3	 0.0040454 
TSLP	 0.0040357 
CLDN6	 0.0040357 
CCKAR	 0.0040329 
CHRM5	 0.0040271 
EXOSC5	 0.0040091 
CHMP3	 0.0040006 
RNF103-CHMP3	 0.0040006 
KRTAP2-1	 0.0039974 
NUMB	 0.0039959 
METAP2	 0.0039908 
MEF2BNB-MEF2B	 0.0039873 
HIST1H2BI	 0.0039846 
LRP11	 0.0039782 
TPCN1	 0.0039780 
BBC3	 0.0039762 
CCER2	 0.0039706 
ERI3	 0.0039650 
RIPK4	 0.0039646 
IL4I1	 0.0039601 
OR52B6	 0.0039544 
SAPCD2	 0.0039417 
VAMP1	 0.0039396 
PHB2	 0.0039339 
NSL1	 0.0039309 
ZNF697	 0.0039276 
ANKRD61	 0.0039262 
MRPS24	 0.0039242 
OR51A4	 0.0039172 
OR4D10	 0.0039123 
COBL	 0.0039121 
KRTAP1-5	 0.0039059 
CST3	 0.0039011 
RAB20	 0.0038974 
FGFBP2	 0.0038934 
RILPL2	 0.0038900 
PPM1F	 0.0038754 
IQSEC3	 0.0038704 
ZNF195	 0.0038677 
TSSK2	 0.0038610 
PHKG2	 0.0038581 
KRTAP11-1	 0.0038454 
BET1	 0.0038328 
FAM96B	 0.0038240 
C1QA	 0.0038204 
HIST1H2BC	 0.0038196 
SPATA31D1	 0.0038158 
SPRY3	 0.0038066 
FCN3	 0.0038008 
CLEC19A	 0.0037987 
RITA1	 0.0037970 
HIST1H2BB	 0.0037893 
IRGQ	 0.0037866 
MSRB3	 0.0037660 
NPIPB8	 0.0037575 
ACTRT1	 0.0037403 
HIST2H3PS2	 0.0037116 
CRP	 0.0036969 
GYPE	 0.0036896 
MRPS33	 0.0036885 
OR51G2	 0.0036881 
MYBPHL	 0.0036874 
OR5P2	 0.0036817 
TIGD1	 0.0036808 
ZNF681	 0.0036792 
ZNF337	 0.0036778 
ZNF184	 0.0036775 
OR2AT4	 0.0036632 
LRRC58	 0.0036590 
CFDP1	 0.0036535 
NOP58	 0.0036520 
SERPINB5	 0.0036486 
OR5M9	 0.0036459 
PDCD5	 0.0036424 
SSBP1	 0.0036396 
OGFRL1	 0.0036340 
TMEM9	 0.0036291 
SGPL1	 0.0036264 
NDUFAF1	 0.0036226 
UFC1	 0.0036155 
WFIKKN2	 0.0036109 
CSAG1	 0.0036070 
SEL1L3	 0.0035827 
TTLL7	 0.0035761 
HTRA2	 0.0035755 
NFE2L2	 0.0035719 
OR8G1	 0.0035718 
FAM53A	 0.0035705 
TRAF1	 0.0035639 
CLN8	 0.0035591 
LAMTOR4	 0.0035588 
ZCRB1	 0.0035488 
CCNO	 0.0035480 
CDC42SE1	 0.0035427 
ACOT6	 0.0035327 
CD320	 0.0035250 
HSCB	 0.0035209 
OR10G3	 0.0035194 
TNMD	 0.0035119 
DAP	 0.0035018 
CDRT1	 0.0034983 
DYDC2	 0.0034876 
EPS15	 0.0034774 
C20orf166	 0.0034664 
OAF	 0.0034624 
KIAA0087	 0.0034494 
FAM159B	 0.0034479 
KLRG1	 0.0034459 
ZNF98	 0.0034454 
IAH1	 0.0034427 
LCE3B	 0.0034323 
RPSAP58	 0.0034250 
HSDL1	 0.0034111 
ELK4	 0.0034071 
TMEM159	 0.0034061 
FABP12	 0.0034043 
EIF1AD	 0.0034032 
P2RY8	 0.0034012 
OR2B6	 0.0034004 
AMY1C	 0.0033974 
KCNE1	 0.0033960 
NELFB	 0.0033903 
LENEP	 0.0033892 
MYEOV	 0.0033849 
CST8	 0.0033735 
MAFA	 0.0033727 
GLYATL1	 0.0033704 
OR6C74	 0.0033696 
OR10G2	 0.0033388 
PRMT6	 0.0033368 
GCNT1	 0.0033333 
PNMAL1	 0.0033297 
INMT	 0.0033238 
OPRD1	 0.0033233 
DUSP5	 0.0033227 
WDR83OS	 0.0033142 
CALHM3	 0.0033060 
AK5	 0.0033057 
DTL	 0.0033019 
IL36B	 0.0032983 
TCP10L	 0.0032979 
EMC2	 0.0032970 
FARSB	 0.0032955 
CCDC166	 0.0032900 
SLC25A51	 0.0032782 
ALKBH2	 0.0032745 
TRIP6	 0.0032632 
ZNF780B	 0.0032592 
GP1BA	 0.0032325 
C10orf2	 0.0032311 
C1orf141	 0.0032311 
MRPL12	 0.0032204 
ACSL6	 0.0032201 
PRPF6	 0.0032101 
ZNF253	 0.0032064 
OR4C5	 0.0032052 
NUDCD2	 0.0031978 
ANKRD20A3	 0.0031925 
TMEM30A	 0.0031923 
HOXD1	 0.0031828 
IAPP	 0.0031814 
NME1	 0.0031764 
YIPF1	 0.0031753 
NDUFB7	 0.0031709 
SORCS2	 0.0031696 
C9orf62	 0.0031634 
VSTM2B	 0.0031624 
CCDC130	 0.0031562 
LIMS1	 0.0031502 
PID1	 0.0031480 
TUB	 0.0031466 
OR2M4	 0.0031458 
KCNK10	 0.0031431 
KCTD4	 0.0031378 
ZNF224	 0.0031252 
PRPSAP2	 0.0031244 
CSDC2	 0.0031220 
OR10A2	 0.0031211 
Mar-11	 0.0031130 
CRLS1	 0.0031076 
INPP5E	 0.0031048 
MAPK7	 0.0031023 
TMEM81	 0.0030983 
MXD3	 0.0030954 
RP11-324D17.1	 0.0030941 
TMEM54	 0.0030921 
ACPL2	 0.0030898 
C17orf105	 0.0030854 
SRPX	 0.0030756 
OR6C3	 0.0030733 
HBA2	 0.0030630 
TGFBR3	 0.0030577 
KCTD21	 0.0030552 
SPRY1	 0.0030398 
CD200R1L	 0.0030387 
OR51E1	 0.0030352 
AC062017.1	 0.0030253 
PRAMEF20	 0.0030211 
MAGEF1	 0.0030065 
KIAA1462	 0.0029966 
ASB1	 0.0029925 
ZFAND2A	 0.0029921 
DHODH	 0.0029884 
PRSS22	 0.0029749 
RAB42	 0.0029709 
HOXA5	 0.0029693 
AANAT	 0.0029690 
ABHD11	 0.0029581 
SLC5A5	 0.0029492 
ATP6V1E2	 0.0029486 
BTBD10	 0.0029452 
SHROOM2	 0.0029403 
UXS1	 0.0029371 
AL450307.1	 0.0029332 
CXCL9	 0.0029304 
OR4B1	 0.0029268 
TMEM151A	 0.0029247 
THRSP	 0.0029238 
CNPY2	 0.0029232 
ONECUT3	 0.0029219 
ETFA	 0.0029217 
PLAC9	 0.0029210 
HIST1H4B	 0.0029154 
ZNF880	 0.0029110 
AADAC	 0.0029108 
ZNF90	 0.0029038 
ISG20	 0.0028990 
L34079.2	 0.0028967 
CLDN7	 0.0028828 
OSBPL7	 0.0028675 
ASIC4	 0.0028675 
CTB-167G5.5	 0.0028638 
ATP6V1G2	 0.0028604 
OSER1	 0.0028566 
DNAJB13	 0.0028524 
TGOLN2	 0.0028483 
CHSY3	 0.0028439 
DNAL4	 0.0028273 
GPATCH2L	 0.0028216 
SGPP2	 0.0028191 
TNFSF15	 0.0028159 
GNMT	 0.0028153 
PDZD9	 0.0028043 
B9D1	 0.0028034 
RAB2B	 0.0028028 
PSTPIP2	 0.0028024 
DDAH1	 0.0027974 
C22orf15	 0.0027949 
ENPP2	 0.0027913 
ZNF821	 0.0027859 
NKX1-2	 0.0027809 
ZNF549	 0.0027791 
ZNF700	 0.0027684 
C2orf88	 0.0027643 
EIF2AK3	 0.0027603 
FECH	 0.0027587 
AP4E1	 0.0027529 
PSMB9	 0.0027499 
CTTNBP2NL	 0.0027461 
RHNO1	 0.0027455 
WFDC11	 0.0027408 
GAST	 0.0027394 
NT5C	 0.0027292 
AMT	 0.0027214 
AC007401.2	 0.0027199 
SGCA	 0.0027124 
PTGDR2	 0.0027025 
LRRC3	 0.0027024 
PPIP5K1	 0.0026969 
C14orf64	 0.0026919 
MBL2	 0.0026836 
PANK1	 0.0026757 
CTDSPL	 0.0026698 
MGST1	 0.0026577 
PSMB4	 0.0026437 
PPP1R3C	 0.0026397 
SPATA13	 0.0026387 
USP21	 0.0026379 
MRPS34	 0.0026375 
FRG1B	 0.0026368 
GDF5OS	 0.0026360 
ACN9	 0.0026353 
AVL9	 0.0026324 
HES2	 0.0026323 
SLC35E2B	 0.0026282 
C21orf62	 0.0026248 
PTH2	 0.0026248 
SPATA24	 0.0026214 
C12orf71	 0.0026210 
GDPD1	 0.0026188 
COLEC10	 0.0026167 
SERPINA7	 0.0026137 
CD99	 0.0026127 
RAC3	 0.0026125 
CTD-2054N24.2	 0.0026117 
SLC35A3	 0.0026044 
ZNF133	 0.0026035 
CPN2	 0.0026009 
TAF2	 0.0025958 
SC5D	 0.0025941 
TMED7-TICAM2	 0.0025936 
TICAM2	 0.0025936 
DEF8	 0.0025904 
VAMP3	 0.0025882 
CLSPN	 0.0025864 
DYNAP	 0.0025806 
PNPLA4	 0.0025724 
ZNF44	 0.0025686 
SPATA31A7	 0.0025685 
SLC22A18AS	 0.0025627 
ST3GAL3	 0.0025598 
MATN1	 0.0025559 
DLX3	 0.0025519 
OR11A1	 0.0025494 
TP53BP2	 0.0025482 
MRFAP1L1	 0.0025481 
ZADH2	 0.0025430 
BEX5	 0.0025394 
CABP2	 0.0025355 
GRP	 0.0025347 
SH3BP4	 0.0025338 
FADS3	 0.0025334 
SMOC2	 0.0025279 
KRT10	 0.0025253 
FOXRED2	 0.0025238 
S100A7A	 0.0025230 
FAM132B	 0.0025225 
NTPCR	 0.0025124 
SLC39A13	 0.0025092 
HN1	 0.0025050 
NEDD8-MDP1	 0.0025047 
WDR53	 0.0024918 
PSORS1C2	 0.0024913 
SCRN1	 0.0024890 
PAFAH1B3	 0.0024816 
SLC52A2	 0.0024777 
EDEM3	 0.0024686 
GDF2	 0.0024656 
HLA-DMB	 0.0024627 
H2BFWT	 0.0024619 
C9orf139	 0.0024581 
C9orf41	 0.0024568 
OR10H2	 0.0024515 
BCL2L13	 0.0024411 
MUC13	 0.0024356 
AC016757.3	 0.0024322 
SLC9A2	 0.0024247 
DNM3	 0.0024197 
STOML2	 0.0024144 
TRAPPC2	 0.0024140 
TRAPPC13	 0.0024066 
RP11-977G19.10	 0.0024046 
TMEM255A	 0.0024035 
ZDHHC18	 0.0024011 
MTHFD2	 0.0023975 
C3orf55	 0.0023940 
TMEM37	 0.0023933 
TMA7	 0.0023931 
MRPL35	 0.0023926 
OR6C76	 0.0023904 
VSIG1	 0.0023894 
HLA-DMA	 0.0023810 
S1PR4	 0.0023778 
ZNF70	 0.0023729 
GLI4	 0.0023726 
PCBP4	 0.0023713 
DRD3	 0.0023694 
RUNDC1	 0.0023691 
GNB4	 0.0023672 
OR5J2	 0.0023661 
RNF115	 0.0023660 
NUTM1	 0.0023642 
FMOD	 0.0023576 
RRM2B	 0.0023570 
WIPF3	 0.0023550 
MFSD4	 0.0023547 
SUCLA2	 0.0023488 
WASH4P	 0.0023404 
UTP18	 0.0023345 
ZNF30	 0.0023338 
INPPL1	 0.0023313 
NPIPB3	 0.0023295 
C11orf24	 0.0023262 
MFSD5	 0.0023254 
RGS9BP	 0.0023224 
RGS14	 0.0023174 
KRTAP6-1	 0.0023165 
SAR1B	 0.0023150 
COX6A1	 0.0023136 
AMDHD2	 0.0023130 
C11orf44	 0.0023130 
RP11-343C2.12	 0.0023091 
KIF18B	 0.0023090 
PAPOLB	 0.0023083 
C22orf46	 0.0023074 
SGK1	 0.0023046 
PLD6	 0.0023012 
CHN2	 0.0023008 
CD53	 0.0022961 
AQP4	 0.0022919 
GAGE2B	 0.0022911 
CAMK2D	 0.0022870 
ZNF518B	 0.0022867 
CARD10	 0.0022648 
SOHLH1	 0.0022600 
SEC11A	 0.0022542 
LHB	 0.0022475 
KLF8	 0.0022471 
ASPHD1	 0.0022416 
CMTM1	 0.0022376 
LPAR4	 0.0022346 
FIGLA	 0.0022269 
FAM111A	 0.0022250 
C20orf144	 0.0022238 
ST6GALNAC6	 0.0022236 
C21orf128	 0.0022227 
TRPT1	 0.0022209 
SEPHS2	 0.0022195 
TMEM18	 0.0022182 
IBTK	 0.0022144 
B3GALNT1	 0.0022090 
GJA8	 0.0022050 
SNX17	 0.0022034 
TEDDM1	 0.0022029 
SLC25A2	 0.0022001 
ZNF75A	 0.0021966 
SCAMP3	 0.0021904 
SH3BGR	 0.0021831 
KCTD14	 0.0021830 
IL18RAP	 0.0021796 
GJB3	 0.0021767 
YRDC	 0.0021751 
FAM71B	 0.0021732 
ACER1	 0.0021705 
PCP4	 0.0021696 
OR10H3	 0.0021689 
AFAP1L2	 0.0021581 
TMEM126A	 0.0021570 
NOTUM	 0.0021564 
MUM1	 0.0021523 
C19orf35	 0.0021505 
ICAM5	 0.0021390 
CCDC101	 0.0021390 
CYTIP	 0.0021191 
PGBD5	 0.0021166 
VRK1	 0.0021149 
NOTO	 0.0021119 
C16orf80	 0.0021100 
CNTN2	 0.0021095 
RBM12	 0.0021086 
EIF3K	 0.0021017 
ZNF22	 0.0020997 
CLEC3B	 0.0020953 
PIP5K1A	 0.0020938 
FXYD5	 0.0020871 
MRAP	 0.0020810 
KCNK6	 0.0020738 
SGCD	 0.0020725 
NCK1	 0.0020702 
GSTM1	 0.0020641 
DEFB115	 0.0020641 
SLC25A23	 0.0020617 
ZNF727	 0.0020573 
ZNF844	 0.0020558 
HCST	 0.0020464 
STT3A	 0.0020450 
EVI2A	 0.0020438 
DAND5	 0.0020422 
PPP1R14C	 0.0020320 
DNAJC17	 0.0020308 
SLC36A3	 0.0020296 
ULK3	 0.0020258 
THEMIS2	 0.0020207 
APOBEC3H	 0.0020200 
HSPB11	 0.0020199 
UQCRH	 0.0020194 
AQP12B	 0.0020112 
ATP11B	 0.0020092 
ANKRD54	 0.0020060 
TNNT2	 0.0020041 
DNAJA4	 0.0020027 
AP003068.23	 0.0020020 
GTSF1L	 0.0019965 
PPIF	 0.0019919 
GAGE12J	 0.0019883 
TMEM66	 0.0019871 
KNDC1	 0.0019859 
HIST1H4D	 0.0019851 
METTL12	 0.0019838 
MPPED1	 0.0019823 
TBCCD1	 0.0019751 
RAB38	 0.0019671 
RNASE10	 0.0019671 
CDR2L	 0.0019629 
METTL1	 0.0019620 
LIX1	 0.0019611 
CDKN3	 0.0019455 
KIAA0895L	 0.0019404 
PGAP3	 0.0019400 
C19orf83	 0.0019397 
CRCT1	 0.0019397 
CAPNS2	 0.0019337 
DEFB116	 0.0019336 
MCCD1	 0.0019319 
FZD9	 0.0019309 
RPP14	 0.0019269 
SLC50A1	 0.0019259 
C11orf53	 0.0019229 
OR5M1	 0.0019124 
GALNT1	 0.0019091 
MAP1LC3B	 0.0019065 
SLC16A6	 0.0019063 
RPS6KA1	 0.0019056 
CIAPIN1	 0.0019035 
SYT5	 0.0019020 
PIGP	 0.0018935 
IL17REL	 0.0018916 
PACSIN3	 0.0018909 
SYN3	 0.0018871 
TMEM216	 0.0018855 
RAB44	 0.0018825 
NDUFA5	 0.0018728 
HDHD3	 0.0018719 
APOE	 0.0018685 
PSMG4	 0.0018651 
S100A14	 0.0018638 
RP11-315D16.2	 0.0018580 
CDKN1A	 0.0018575 
GGN	 0.0018569 
TMEM258	 0.0018504 
AL031666.2	 0.0018503 
MGME1	 0.0018470 
C10orf126	 0.0018470 
C1orf43	 0.0018462 
TMEM200B	 0.0018333 
AMOTL1	 0.0018316 
PIP4K2C	 0.0018314 
ATP10A	 0.0018269 
HINT1	 0.0018235 
OR6N2	 0.0018194 
ORAOV1	 0.0018149 
LRRC61	 0.0018145 
ZIM2	 0.0018110 
CASP16	 0.0018103 
DTD1	 0.0018054 
SASH1	 0.0018020 
KLHDC8B	 0.0017910 
TIMM50	 0.0017835 
ZNF853	 0.0017819 
GZF1	 0.0017798 
FHL3	 0.0017791 
NPC2	 0.0017755 
ARHGEF18	 0.0017747 
CDRT15L2	 0.0017737 
DENND6A	 0.0017721 
DEFB132	 0.0017672 
SAMD8	 0.0017634 
OR4K17	 0.0017626 
ARL5B	 0.0017521 
CCL5	 0.0017516 
RP4-576H24.4	 0.0017506 
C12orf68	 0.0017497 
AL133481.1	 0.0017438 
GIMAP4	 0.0017434 
DEFB134	 0.0017412 
TMEM101	 0.0017385 
SHC1	 0.0017351 
CA3	 0.0017251 
UNG	 0.0017247 
CH17-132F21.1	 0.0017229 
C5orf38	 0.0017218 
ITGB3	 0.0017189 
PDGFD	 0.0017145 
SCN2B	 0.0017119 
SRP72	 0.0017104 
C1orf116	 0.0017075 
RACGAP1	 0.0017041 
FAM47E	 0.0017029 
WIPI1	 0.0016999 
LCN9	 0.0016951 
TYW3	 0.0016927 
PFN4	 0.0016894 
P2RY12	 0.0016859 
OR5AS1	 0.0016835 
PDLIM5	 0.0016769 
TMEM218	 0.0016754 
NUDT15	 0.0016748 
KLHL24	 0.0016745 
CLLU1	 0.0016736 
C19orf82	 0.0016695 
SFRP2	 0.0016693 
TRIM32	 0.0016684 
OR14J1	 0.0016678 
PUS1	 0.0016656 
C7orf69	 0.0016636 
IPO11	 0.0016626 
GAGE10	 0.0016612 
RPH3A	 0.0016609 
OSTF1	 0.0016560 
FDX1L	 0.0016520 
FAM174B	 0.0016376 
CYP26C1	 0.0016358 
ZNF576	 0.0016326 
ASCL4	 0.0016311 
ARSD	 0.0016285 
TMEM225	 0.0016225 
SFT2D1	 0.0016186 
PRMT2	 0.0016132 
CPSF4L	 0.0016119 
DEFB108B	 0.0016040 
GCSH	 0.0016020 
AL645922.1	 0.0016012 
ZNF10	 0.0016011 
ADAMTSL2	 0.0016001 
LEUTX	 0.0015990 
SMCR8	 0.0015980 
TNIP2	 0.0015926 
TIMM44	 0.0015924 
CYB5A	 0.0015821 
OR51V1	 0.0015772 
MYOZ2	 0.0015748 
HIST1H4K	 0.0015737 
TOM1L2	 0.0015723 
OR4S1	 0.0015718 
OR13A1	 0.0015701 
SPDYE4	 0.0015690 
ART4	 0.0015662 
PNMA2	 0.0015661 
RNF212	 0.0015645 
TM4SF1	 0.0015619 
OR1E2	 0.0015619 
IPCEF1	 0.0015595 
AC011500.1	 0.0015552 
RP1-127H14.3	 0.0015489 
ARFGAP1	 0.0015429 
HIF3A	 0.0015428 
OR6Q1	 0.0015367 
SNAPIN	 0.0015332 
ACSL1	 0.0015324 
CREB3L2	 0.0015297 
ATP5F1	 0.0015286 
OR4M1	 0.0015219 
POU6F2	 0.0015216 
RAPSN	 0.0015148 
RNF183	 0.0015130 
ATP2B4	 0.0015112 
CRABP2	 0.0015096 
TMEM208	 0.0015059 
ACTR10	 0.0015053 
OR6T1	 0.0015036 
CASP2	 0.0015026 
COMMD3-BMI1	 0.0014998 
YAE1D1	 0.0014990 
LACTBL1	 0.0014956 
USP18	 0.0014952 
OPALIN	 0.0014919 
RGS18	 0.0014903 
SCG3	 0.0014883 
PALM2	 0.0014865 
SH3GLB2	 0.0014857 
ZW10	 0.0014855 
KIF18A	 0.0014835 
TIMM10	 0.0014821 
LECT2	 0.0014806 
IGSF6	 0.0014791 
RWDD3	 0.0014761 
MPHOSPH8	 0.0014733 
RP11-664D7.4	 0.0014724 
PDLIM1	 0.0014717 
AC004076.9	 0.0014714 
ANGPTL2	 0.0014712 
SLC35C2	 0.0014698 
PDCL2	 0.0014645 
RAB11FIP5	 0.0014636 
FRRS1L	 0.0014611 
TACO1	 0.0014606 
POLR2C	 0.0014592 
FBXL22	 0.0014582 
EVA1C	 0.0014580 
SPATA25	 0.0014577 
TRIM59	 0.0014575 
PAIP2B	 0.0014573 
ZNF669	 0.0014520 
AC004466.1	 0.0014520 
UBAC1	 0.0014517 
SNX5	 0.0014460 
CIB2	 0.0014456 
TTPA	 0.0014409 
ZFP3	 0.0014304 
SAP30L	 0.0014279 
MIA2	 0.0014245 
PATE4	 0.0014234 
PTPN5	 0.0014228 
HIST1H2AA	 0.0014225 
NDUFS2	 0.0014212 
CYP2U1	 0.0014201 
GLRB	 0.0014157 
CARD18	 0.0014150 
ARL3	 0.0014071 
NUDT5	 0.0014050 
FN1	 0.0014045 
MAEL	 0.0014038 
KDM1B	 0.0014005 
C10orf118	 0.0013961 
DBI	 0.0013944 
PRR3	 0.0013939 
ZCCHC13	 0.0013939 
MANF	 0.0013911 
ACKR2	 0.0013880 
LUZP4	 0.0013873 
SWI5	 0.0013862 
FAM72B	 0.0013854 
PITPNM1	 0.0013838 
RGPD2	 0.0013791 
GFRA4	 0.0013789 
RP11-625H11.1	 0.0013759 
SULF1	 0.0013751 
NIPAL4	 0.0013718 
ANAPC13	 0.0013703 
HOXA7	 0.0013606 
KCNK18	 0.0013568 
CTBP2	 0.0013557 
C16orf90	 0.0013458 
C1orf216	 0.0013436 
OR1E1	 0.0013426 
SIGLEC14	 0.0013412 
MYEOV2	 0.0013405 
COQ2	 0.0013386 
SNRNP25	 0.0013382 
ATAD1	 0.0013367 
AQP10	 0.0013339 
TMEM254	 0.0013335 
METTL14	 0.0013331 
KIAA1024L	 0.0013310 
PAK1	 0.0013306 
HLA-A	 0.0013299 
ZNF664	 0.0013267 
XXYLT1	 0.0013246 
PRDM4	 0.0013238 
ALDOA	 0.0013228 
C11orf31	 0.0013219 
EMC9	 0.0013199 
SLC17A8	 0.0013196 
GRAMD1A	 0.0013146 
FLVCR1	 0.0013127 
GJA3	 0.0013126 
ST3GAL5	 0.0013115 
ZNF707	 0.0013100 
DNAJC25-GNG10	 0.0013097 
NUP62CL	 0.0013073 
ZNF578	 0.0013064 
LRRC57	 0.0013041 
CPNE2	 0.0013021 
XCL1	 0.0012982 
KRT2	 0.0012882 
IGFBP7	 0.0012873 
ZNF653	 0.0012866 
TMEM31	 0.0012864 
GSTA3	 0.0012851 
SKAP2	 0.0012836 
INSIG1	 0.0012827 
OCSTAMP	 0.0012820 
DNAJC27	 0.0012809 
OPN3	 0.0012801 
C10orf115	 0.0012785 
DUT	 0.0012744 
TTK	 0.0012734 
LEAP2	 0.0012684 
TINF2	 0.0012666 
MTMR9	 0.0012631 
TMEM190	 0.0012621 
UPP2	 0.0012599 
MRPS7	 0.0012591 
CBY1	 0.0012587 
RPS6KC1	 0.0012570 
RAB31	 0.0012566 
UCHL5	 0.0012557 
ZBTB8B	 0.0012501 
GPRC5D	 0.0012463 
CIAO1	 0.0012454 
ZNF321P	 0.0012443 
SOHLH2	 0.0012421 
CCDC169-SOHLH2	 0.0012421 
LOH12CR1	 0.0012418 
ODF2	 0.0012405 
IQCF2	 0.0012400 
DOLK	 0.0012393 
ELANE	 0.0012274 
TEX261	 0.0012246 
CREG1	 0.0012232 
NOL12	 0.0012204 
KIAA0319L	 0.0012186 
IFRD1	 0.0012141 
ARHGAP27	 0.0012114 
PAGE2B	 0.0012072 
TMEM173	 0.0012067 
AC005493.1	 0.0012042 
KCNS3	 0.0011942 
KLC4	 0.0011939 
POTEE	 0.0011938 
OR51G1	 0.0011920 
RHBDF2	 0.0011919 
OVOL3	 0.0011868 
LMCD1	 0.0011817 
IGFL4	 0.0011794 
FAM177A1	 0.0011791 
UBL7	 0.0011746 
TIGD5	 0.0011744 
ABCC1	 0.0011727 
LZIC	 0.0011711 
RDH8	 0.0011708 
POLR2K	 0.0011708 
LONRF2	 0.0011706 
GOLGA6L10	 0.0011700 
C15orf32	 0.0011665 
SAMD12	 0.0011661 
OR8H2	 0.0011661 
FAM64A	 0.0011659 
DEFB4A	 0.0011637 
RHCE	 0.0011629 
ZBED6CL	 0.0011628 
CDCA5	 0.0011583 
GOT1	 0.0011573 
KIAA1432	 0.0011554 
TAS2R5	 0.0011523 
GCNT4	 0.0011474 
SPIN2A	 0.0011466 
LCNL1	 0.0011448 
HOXD11	 0.0011418 
TSR3	 0.0011406 
RABEP2	 0.0011388 
CCDC23	 0.0011348 
LST1	 0.0011303 
HIST1H3D	 0.0011300 
LGALS13	 0.0011274 
IQCF1	 0.0011241 
C9orf141	 0.0011229 
MXI1	 0.0011217 
MFAP3	 0.0011201 
CMSS1	 0.0011173 
OR2K2	 0.0011135 
RNF14	 0.0011129 
PRAMEF10	 0.0011128 
NBPF11	 0.0011126 
F2	 0.0011118 
ZCCHC9	 0.0011065 
OR6X1	 0.0011048 
LRRC46	 0.0011032 
HLA-DRB1	 0.0010997 
WFDC6	 0.0010970 
ZNF385B	 0.0010962 
KCNA5	 0.0010938 
CST9	 0.0010911 
ZNF189	 0.0010884 
CLIC4	 0.0010866 
SLC25A29	 0.0010861 
FRZB	 0.0010842 
PHF7	 0.0010828 
TMEM141	 0.0010816 
GYPA	 0.0010811 
RBM44	 0.0010793 
NOC4L	 0.0010792 
LRRC32	 0.0010780 
ACTR1B	 0.0010746 
SPATA3	 0.0010708 
OR1K1	 0.0010697 
NINJ2	 0.0010696 
TMEM52B	 0.0010679 
PLEK	 0.0010670 
APOL4	 0.0010662 
PPP3R2	 0.0010651 
SFXN2	 0.0010626 
MS4A4E	 0.0010614 
SCGB2B2	 0.0010603 
IMPA2	 0.0010588 
ZC3HAV1L	 0.0010577 
S100A16	 0.0010573 
PPP1R17	 0.0010488 
ZMAT1	 0.0010485 
RPL22L1	 0.0010477 
APOBEC3A	 0.0010454 
OR11H6	 0.0010427 
GSG1	 0.0010401 
SCD5	 0.0010398 
NME4	 0.0010351 
PODXL	 0.0010333 
TMEM239	 0.0010286 
FGFBP3	 0.0010279 
SNTB1	 0.0010263 
C2orf44	 0.0010242 
RP11-763F8.1	 0.0010216 
FAM26E	 0.0010205 
MED29	 0.0010191 
TPM1	 0.0010165 
OLFM3	 0.0010163 
GOLGA8Q	 0.0010139 
STRADB	 0.0010128 
C6orf203	 0.0010125 
CLDN1	 0.0010103 
HS6ST2	 0.0010077 
HELT	 0.0010075 
YARS	 0.0010047 
ZNF527	 0.0010036 
FAM180A	 0.0010025 
GOLGA6C	 0.0010010 
ZDHHC2	 0.0010008 
OR2A25	 0.0010007 
IGSF11	 0.0009997 
ZNF544	 0.0009955 
PRIM1	 0.0009938 
ICA1	 0.0009907 
DTX1	 0.0009898 
TMEM179B	 0.0009891 
RPL26L1	 0.0009876 
CTD-3214H19.16	 0.0009875 
LYZL6	 0.0009837 
OR2L13	 0.0009832 
CNGA2	 0.0009823 
ZDHHC7	 0.0009776 
CRIPT	 0.0009775 
GPR157	 0.0009745 
PTGER1	 0.0009735 
SFXN1	 0.0009721 
POLD2	 0.0009720 
CAPZA3	 0.0009710 
RP11-108K14.8	 0.0009693 
AC026202.1	 0.0009678 
ACVRL1	 0.0009672 
PSPH	 0.0009670 
SIT1	 0.0009649 
SIAH3	 0.0009634 
OR4D9	 0.0009608 
ZNF845	 0.0009591 
CA11	 0.0009570 
APOM	 0.0009557 
SSTR5	 0.0009554 
PLA2G12B	 0.0009539 
OR6Y1	 0.0009520 
IGFBP1	 0.0009468 
KCTD20	 0.0009435 
OR4K14	 0.0009426 
NR1H4	 0.0009389 
TCF19	 0.0009383 
ALG14	 0.0009373 
ARL15	 0.0009358 
MT1X	 0.0009335 
RUNDC3B	 0.0009316 
MEF2B	 0.0009291 
SHISA4	 0.0009272 
ANXA8L2	 0.0009257 
OR1D2	 0.0009251 
SLC25A44	 0.0009246 
IL25	 0.0009235 
NUBP2	 0.0009213 
CTD-2192J16.24	 0.0009206 
OR4D2	 0.0009188 
OR6K6	 0.0009186 
PDZK1IP1	 0.0009177 
CTSD	 0.0009175 
MC4R	 0.0009170 
KCTD13	 0.0009154 
GCM2	 0.0009114 
CALML3	 0.0009097 
ARL6IP4	 0.0009078 
PPM1M	 0.0009064 
NPM2	 0.0009060 
AL627309.1	 0.0009058 
OR51L1	 0.0009053 
DOK3	 0.0009050 
SAV1	 0.0009037 
ANKRD39	 0.0009017 
BMP5	 0.0009008 
RLN2	 0.0009003 
CWC22	 0.0008992 
TSPO2	 0.0008991 
CLEC18C	 0.0008988 
SLPI	 0.0008967 
ZSWIM7	 0.0008961 
