EnsemblGene	HGNC	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000150093	ITGB1	3686.448625	0.071481134	0.33885117	0.211266905	0.832679006	0.99982942
ENSG00000117054	ACADM	493.3101191	0.071464711	0.443407677	0.161826998	0.871442092	0.99982942
ENSG00000137074	APTX	361.2165245	0.071433469	0.400731614	0.177929486	0.858778354	0.99982942
ENSG00000143013	LMO4	390.0383944	0.071405309	0.40244749	0.177648207	0.858999263	0.99982942
ENSG00000127220	ABHD8	36.0013418	0.071308535	0.537588679	0.117076203	0.906799667	0.99982942
ENSG00000169379	ARL13B	78.01979214	0.071187182	0.524860444	0.133386286	0.893887891	0.99982942
ENSG00000157306	RP11-66N24.4	129.2690815	0.071159603	0.53353253	0.132648439	0.894471422	0.99982942
ENSG00000087995	METTL2A	149.7184951	0.071107067	0.445019667	0.158676547	0.873923717	0.99982942
ENSG00000157778	PSMG3	196.6802192	0.071104578	0.395742606	0.179636977	0.857437574	0.99982942
ENSG00000141424	SLC39A6	731.3500325	0.071104142	0.411806224	0.173420821	0.86232066	0.99982942
ENSG00000102606	ARHGEF7	634.3241712	0.071095369	0.416512216	0.170879474	0.864318537	0.99982942
ENSG00000108443	RPS6KB1	536.6393748	0.071073226	0.418969761	0.169470948	0.865426222	0.99982942
ENSG00000270647	TAF15	230.3234487	0.070972518	0.385909008	0.184083281	0.853948122	0.99982942
ENSG00000174628	IQCK	22.03556629	0.070970838	0.457643786	0.227360282	0.820143602	0.99982942
ENSG00000099377	HSD3B7	72.99069849	0.070900091	0.440808446	0.374264247	0.708207729	0.99982942
ENSG00000108854	SMURF2	336.5524957	0.07086708	0.405427545	0.175156156	0.860956934	0.99982942
ENSG00000136816	TOR1B	435.809245	0.070840082	0.362211164	0.195850707	0.84472702	0.99982942
ENSG00000205534	SMG1P2	578.7303883	0.070635843	0.47408412	0.148780188	0.881727084	0.99982942
ENSG00000129219	PLD2	93.48860206	0.070606197	0.536265098	0.124006408	0.901310202	0.99982942
ENSG00000171049	FPR2	38.65115471	0.070578708	0.397111612	1.583459218	0.113316835	0.99982942
ENSG00000130347	RTN4IP1	52.75280009	0.070387586	0.51274328	0.120831927	0.903824161	0.99982942
ENSG00000180370	PAK2	894.7674792	0.070355968	0.390500336	0.180193741	0.857000472	0.99982942
ENSG00000163956	LRPAP1	1120.635203	0.070345822	0.322743904	0.218024622	0.827409927	0.99982942
ENSG00000162241	SLC25A45	236.339417	0.070327991	0.433542321	0.161786256	0.871474177	0.99982942
ENSG00000163820	FYCO1	442.3731858	0.070294786	0.442160678	0.157840623	0.874582387	0.99982942
ENSG00000204569	PPP1R10	1153.905218	0.07017066	0.462624904	0.151329417	0.879715865	0.99982942
ENSG00000039650	PNKP	281.1795999	0.070121569	0.407424354	0.171848607	0.863556551	0.99982942
ENSG00000280077	RP11-87H9.4	30.29214915	0.070091362	0.53923802	0.133842437	0.893527169	0.99982942
ENSG00000214182	PTMAP5	60.68558848	0.070059159	0.489560601	0.14241157	0.886754924	0.99982942
ENSG00000175166	PSMD2	2353.849646	0.070003858	0.318105027	0.219884388	0.825961195	0.99982942
ENSG00000108262	GIT1	750.7570975	0.06999135	0.413549947	0.169060138	0.865749339	0.99982942
ENSG00000153914	SREK1	728.4793383	0.069980739	0.34063589	0.205646499	0.837067053	0.99982942
ENSG00000134278	SPIRE1	46.90560215	0.069971065	0.498224417	0.15345984	0.878035658	0.99982942
ENSG00000163041	H3F3A	3602.542672	0.069710575	0.344670741	0.202292993	0.839687678	0.99982942
ENSG00000160961	ZNF333	169.2396233	0.069596503	0.480649137	0.146054934	0.883878022	0.99982942
ENSG00000106686	SPATA6L	30.14383648	0.06947676	0.53197096	0.131433734	0.895432204	0.99982942
ENSG00000141279	NPEPPS	765.8998491	0.069404751	0.398905505	0.174095561	0.861790362	0.99982942
ENSG00000280240	AL049794.1	30.51705268	0.069369856	0.506318518	0.174390165	0.861558843	0.99982942
ENSG00000145741	BTF3	2117.438571	0.069253399	0.242661031	0.285372843	0.775358511	0.99982942
ENSG00000196371	FUT4	100.7272178	0.069245183	0.509693585	0.136293149	0.89158954	0.99982942
ENSG00000167785	ZNF558	236.519436	0.06923776	0.509029423	0.130756526	0.895967915	0.99982942
ENSG00000123329	ARHGAP9	3464.974484	0.069204274	0.245363821	0.281962117	0.777972558	0.99982942
ENSG00000230555	RP11-517P14.2	21.27422012	0.069080378	0.519123345	0.150037787	0.880734803	0.99982942
ENSG00000151176	PLBD2	145.416582	0.06902992	0.420089525	0.164137258	0.869623092	0.99982942
ENSG00000132744	ACY3	28.83754447	0.068885733	0.42837791	0.208904094	0.834523108	0.99982942
ENSG00000138593	SECISBP2L	443.4302293	0.068872438	0.390484297	0.17639759	0.859981598	0.99982942
ENSG00000127804	METTL16	417.9519092	0.06881477	0.427447166	0.160579566	0.87242455	0.99982942
ENSG00000182400	TRAPPC6B	331.5087335	0.068805984	0.38424626	0.178854897	0.858051639	0.99982942
ENSG00000131263	RLIM	438.5408632	0.06878521	0.538805451	0.133997818	0.8934043	0.99982942
ENSG00000147459	DOCK5	147.0935499	0.068770644	0.53001554	0.130930985	0.895829903	0.99982942
ENSG00000180104	EXOC3	363.1268248	0.068709049	0.477299049	0.144928816	0.884767075	0.99982942
ENSG00000119414	PPP6C	984.7043322	0.068583954	0.458348276	0.150291253	0.880534834	0.99982942
ENSG00000163214	DHX57	155.6773973	0.068502197	0.528559732	0.130622808	0.896073699	0.99982942
ENSG00000100664	EIF5	7104.317961	0.068499724	0.366684475	0.186826493	0.851796674	0.99982942
ENSG00000106052	TAX1BP1	2868.62644	0.06840071	0.226460454	0.302048091	0.762615402	0.99982942
ENSG00000117222	RBBP5	418.240407	0.068385643	0.412073551	0.166830871	0.867503128	0.99982942
ENSG00000163596	ICA1L	125.2826495	0.068211563	0.53924567	0.131220049	0.895601236	0.99982942
ENSG00000113522	RAD50	662.7833521	0.06819807	0.351273899	0.194542581	0.845751057	0.99982942
ENSG00000251637	RP11-119D9.1	111.147554	0.068165234	0.512858424	0.132583594	0.894522708	0.99982942
ENSG00000269473	CTD-2619J13.19	52.87456468	0.068152049	0.537857633	0.123244554	0.901913446	0.99982942
ENSG00000162704	ARPC5	2621.60594	0.068136192	0.360407144	0.189212661	0.849926145	0.99982942
ENSG00000278965	RP11-39H3.2	49.48818138	0.068045681	0.513009952	0.15432016	0.877357303	0.99982942
ENSG00000243004	AC005062.2	21.9826842	0.068015753	0.536627143	0.125355061	0.900242463	0.99982942
ENSG00000150316	CWC15	538.1681993	0.067907759	0.248261409	0.273478969	0.784485057	0.99982942
ENSG00000116266	STXBP3	859.6058246	0.067784908	0.400384937	0.170014608	0.864998648	0.99982942
ENSG00000204516	MICB	196.3281693	0.067686764	0.478647339	0.141835705	0.887209781	0.99982942
ENSG00000197142	ACSL5	1562.633408	0.06767444	0.291760126	0.231970855	0.816560651	0.99982942
ENSG00000205045	SLFN12L	672.6124364	0.067590578	0.307723338	0.219713366	0.826094394	0.99982942
ENSG00000085719	CPNE3	743.9039967	0.067510704	0.356329758	0.189371059	0.849802005	0.99982942
ENSG00000218510	LINC00339	66.12297017	0.067419347	0.539409792	0.120075692	0.904423188	0.99982942
ENSG00000214135	AC024560.3	112.8050914	0.067292344	0.457116295	0.147210158	0.882966143	0.99982942
ENSG00000240563	L1TD1	92.57640722	0.067174765	0.537165232	0.124880444	0.900618201	0.99982942
ENSG00000213654	GPSM3	438.8802232	0.067172368	0.425468459	0.158044633	0.874421629	0.99982942
ENSG00000162543	UBXN10	34.61664503	0.067147172	0.412904438	0.146892302	0.883217028	0.99982942
ENSG00000159433	STARD9	161.8873379	0.066974789	0.472497066	0.141384138	0.887566484	0.99982942
ENSG00000247774	PCED1B-AS1	1328.403384	0.066916249	0.352050809	0.189898749	0.849388472	0.99982942
ENSG00000114125	RNF7	962.7777321	0.066869782	0.286201936	0.233630147	0.815272121	0.99982942
ENSG00000173110	HSPA6	3771.265646	0.066760792	0.532895842	0.12444334	0.90096426	0.99982942
ENSG00000140382	HMG20A	361.3634906	0.066707556	0.334239702	0.199608146	0.841787057	0.99982942
ENSG00000143545	RAB13	31.26494633	0.066492942	0.500609052	0.151485467	0.879592774	0.99982942
ENSG00000268658	LINC00664	29.92655827	0.066479099	0.481434698	0.131361733	0.895489159	0.99982942
ENSG00000166619	BLCAP	524.1275266	0.066449666	0.318862585	0.20838392	0.834929211	0.99982942
ENSG00000145191	EIF2B5	643.455914	0.066435076	0.339428459	0.195760737	0.844797443	0.99982942
ENSG00000254635	WAC-AS1	135.079445	0.066416018	0.449544083	0.148098928	0.882264695	0.99982942
ENSG00000159063	ALG8	334.7134162	0.066207973	0.409199995	0.161327621	0.871835369	0.99982942
ENSG00000185504	FAAP100	495.6879199	0.06616486	0.326702331	0.202576056	0.839466406	0.99982942
ENSG00000048471	SNX29	187.2859931	0.066098176	0.451924691	0.146470454	0.883550012	0.99982942
ENSG00000259345	RP11-624L4.1	23.76233923	0.066018612	0.528942697	0.118142631	0.905954645	0.99982942
ENSG00000151006	PRSS53	25.46476842	0.065717579	0.496173391	0.126076798	0.899671134	0.99982942
ENSG00000175449	RFESD	22.5551935	0.065652444	0.425283707	0.125483799	0.90014055	0.99982942
ENSG00000166479	TMX3	435.8145428	0.065570898	0.538431195	0.115365483	0.908155437	0.99982942
ENSG00000187736	NHEJ1	124.2291707	0.065538228	0.522364043	0.123137124	0.901998514	0.99982942
ENSG00000103707	MTFMT	145.8424908	0.065479108	0.42109561	0.155414925	0.876494219	0.99982942
ENSG00000171970	ZNF57	36.58694138	0.065430842	0.442388745	0.145256158	0.884508628	0.99982942
ENSG00000170667	RASA4B	62.33269956	0.065338959	0.513288878	0.125615822	0.900036038	0.99982942
ENSG00000213073	RP11-288H12.3	84.93802977	0.065303581	0.539390264	0.117243944	0.906666745	0.99982942
ENSG00000163637	PRICKLE2	45.58803967	0.065231422	0.437438175	0.267583048	0.789020281	0.99982942
ENSG00000133246	PRAM1	26.3547574	0.065211901	0.427670694	0.648082708	0.516931457	0.99982942
ENSG00000214736	TOMM6	585.621496	0.065172155	0.373706658	0.174251524	0.861667795	0.99982942
ENSG00000213593	TMX2	934.7371353	0.065156651	0.305644482	0.213200643	0.831170466	0.99982942
ENSG00000198756	COLGALT2	214.5198591	0.065047396	0.537329812	0.134899402	0.892691412	0.99982942
ENSG00000198886	MT-ND4	16849.57316	0.065043232	0.386382517	0.16837444	0.866288715	0.99982942
ENSG00000136305	CIDEB	246.9795052	0.065000229	0.455024515	0.1424067	0.886758771	0.99982942
ENSG00000092847	AGO1	198.7440274	0.064866491	0.474550662	0.13687677	0.891128201	0.99982942
ENSG00000118900	UBN1	525.5016334	0.064848263	0.341329861	0.190075837	0.849249704	0.99982942
ENSG00000071462	WBSCR22	830.8826937	0.064812083	0.306362121	0.211532674	0.832471639	0.99982942
ENSG00000132330	SCLY	154.4835512	0.064771524	0.534550915	0.118644101	0.905557325	0.99982942
ENSG00000149084	HSD17B12	417.4137932	0.064715938	0.402018262	0.161728153	0.871519934	0.99982942
ENSG00000101160	CTSZ	27.57483207	0.064714171	0.491759659	0.145586288	0.884247993	0.99982942
ENSG00000149179	C11orf49	238.3974878	0.064581216	0.43826473	0.147195785	0.882977488	0.99982942
ENSG00000150768	DLAT	301.2290851	0.064472411	0.399178209	0.161520145	0.871683747	0.99982942
ENSG00000118785	SPP1	32.26527082	0.064438847	0.438038262	0.094081749	0.925044218	0.99982942
ENSG00000281560	LSINCT5	41.03946694	0.064404872	0.533636229	0.11625856	0.907447627	0.99982942
ENSG00000135919	SERPINE2	47.67998621	0.064344611	0.501829205	0.130197735	0.896409987	0.99982942
ENSG00000225339	RP11-513I15.6	25.9300772	0.064341371	0.482425953	0.111095326	0.911540755	0.99982942
ENSG00000117009	KMO	37.6788691	0.064269345	0.379836809	0.273936615	NA	NA
ENSG00000167578	RAB4B	676.712104	0.064252417	0.347225451	0.184874713	0.853327305	0.99982942
ENSG00000182484	WASH6P	93.14329773	0.064180471	0.467506577	0.137284815	0.890805673	0.99982942
ENSG00000100056	DGCR14	292.9095495	0.064043989	0.44365612	0.143813799	0.885647506	0.99982942
ENSG00000111275	ALDH2	768.004551	0.063912219	0.510703696	0.253011207	0.800259553	0.99982942
ENSG00000204859	ZBTB48	240.9830261	0.063699925	0.538686046	0.112015007	0.910811507	0.99982942
ENSG00000142867	BCL10	191.4487089	0.063622008	0.504192357	0.124357455	0.901032257	0.99982942
ENSG00000167977	KCTD5	414.0531096	0.063552495	0.435017244	0.146037114	0.88389209	0.99982942
ENSG00000151490	PTPRO	28.50412	0.063498356	0.360478369	0.397144323	NA	NA
ENSG00000261884	CTC-479C5.12	95.42909948	0.063465532	0.5334839	0.11242957	0.910482811	0.99982942
ENSG00000247516	MIR4458HG	22.93761525	0.063349116	0.49604404	0.119981648	0.904497686	0.99982942
ENSG00000113407	TARS	1043.558539	0.06330978	0.365501754	0.173359909	0.862368536	0.99982942
ENSG00000141030	COPS3	1080.451866	0.062987802	0.281167731	0.223992739	0.822762953	0.99982942
ENSG00000159788	RGS12	44.51848054	0.062965185	0.532175253	0.132726235	0.894409894	0.99982942
ENSG00000115977	AAK1	598.3314414	0.062950823	0.387182051	0.162748621	0.870716363	0.99982942
ENSG00000243716	NPIPB5	1580.675468	0.06291212	0.411895953	0.153097287	0.878321556	0.99982942
ENSG00000163803	PLB1	27.67619366	0.062872191	0.459558028	0.132846501	0.894314778	0.99982942
ENSG00000102572	STK24	1510.383319	0.062558822	0.244409941	0.255961333	0.797980694	0.99982942
ENSG00000047579	DTNBP1	296.4735686	0.062460823	0.382387255	0.163363915	0.870231912	0.99982942
ENSG00000116580	GON4L	627.848093	0.062420151	0.362107523	0.172387874	0.863132605	0.99982942
ENSG00000144460	NYAP2	22.31747381	0.06237981	0.502851088	0.119039806	0.905243819	0.99982942
ENSG00000138435	CHRNA1	32.01152872	0.0623506	0.49034534	0.113081826	0.909965683	0.99982942
ENSG00000232043	RP4-530I15.9	20.79947954	0.062260631	0.527497301	0.127489564	0.898552933	0.99982942
ENSG00000100347	SAMM50	432.0420537	0.062207195	0.360897575	0.172530071	0.863020823	0.99982942
ENSG00000273382	RP5-1065J22.8	38.31671632	0.062193496	0.528028162	0.110330219	0.912147492	0.99982942
ENSG00000130561	SAG	69.6907189	0.062159196	0.509515889	0.132238876	0.894795353	0.99982942
ENSG00000198093	ZNF649	130.9146793	0.062124096	0.505873588	0.12409642	0.901238932	0.99982942
ENSG00000100592	DAAM1	265.4416526	0.062080461	0.428780101	0.145136683	0.884602956	0.99982942
ENSG00000130021	PUDP	205.6137132	0.062023518	0.51435112	0.119714355	0.904709428	0.99982942
ENSG00000132436	FIGNL1	120.9328397	0.062019645	0.538887354	0.112534816	0.910399366	0.99982942
ENSG00000165633	VSTM4	83.98927478	0.061978971	0.538782272	0.110291433	0.912178251	0.99982942
ENSG00000279221	RP11-543H23.1	24.76028608	0.061806647	0.476945271	0.109827697	0.912546025	0.99982942
ENSG00000023330	ALAS1	522.4973766	0.061788115	0.402223477	0.153552477	0.87796261	0.99982942
ENSG00000197102	DYNC1H1	1638.684169	0.061572724	0.300370452	0.205026492	0.837551427	0.99982942
ENSG00000241684	ADAMTS9-AS2	63.45162763	0.061443721	0.537239552	0.107703429	0.914230949	0.99982942
ENSG00000111641	NOP2	621.2161139	0.061411624	0.405781757	0.151174731	0.879837883	0.99982942
ENSG00000176444	CLK2	259.6249768	0.061397503	0.407568832	0.150954612	0.88001152	0.99982942
ENSG00000007038	PRSS21	59.12472911	0.061358309	0.449090491	0.196691631	0.84406886	0.99982942
ENSG00000159322	ADPGK	1137.403185	0.061353555	0.351255486	0.174728712	0.861292806	0.99982942
ENSG00000117713	ARID1A	467.6386672	0.061319548	0.317816659	0.192860733	0.847068038	0.99982942
ENSG00000101255	TRIB3	154.5937663	0.061185682	0.539350162	0.104136504	0.917061023	0.99982942
ENSG00000117308	GALE	99.30104155	0.061044782	0.483264012	0.127070429	0.898884656	0.99982942
ENSG00000179119	SPTY2D1	1076.500524	0.060938925	0.412870816	0.14784974	0.882461354	0.99982942
ENSG00000106348	IMPDH1	685.3851505	0.060693883	0.296593098	0.204633496	0.837858483	0.99982942
ENSG00000221883	ARIH2OS	86.46588777	0.060595977	0.513298019	0.116084701	0.907585414	0.99982942
ENSG00000198752	CDC42BPB	20.05685312	0.060580176	0.426297055	0.440379395	NA	NA
ENSG00000281026	N4BP2L2-IT2	35.54390559	0.060575125	0.266239827	0.573096566	0.566579312	0.99982942
ENSG00000049860	HEXB	1156.158988	0.060534686	0.410639349	0.148549912	0.881908799	0.99982942
ENSG00000175115	PACS1	1070.384119	0.060525455	0.298865191	0.202483424	0.839538816	0.99982942
ENSG00000132471	WBP2	1019.061232	0.060475018	0.326447116	0.185182643	0.853085783	0.99982942
ENSG00000229056	AC020571.3	181.1061725	0.060464133	0.533540135	0.107197522	0.914632281	0.99982942
ENSG00000196814	MVB12B	820.0424508	0.060357242	0.309844561	0.194827684	0.845527849	0.99982942
ENSG00000236901	MIR600HG	19.12827255	0.060323428	0.378618012	0.234776658	0.814382086	0.99982942
ENSG00000239713	APOBEC3G	4066.740797	0.060319421	0.359955227	0.167136058	0.867262995	0.99982942
ENSG00000198700	IPO9	640.4877697	0.060275451	0.334154297	0.18053342	0.85673382	0.99982942
ENSG00000221947	XKR9	68.28446754	0.060222314	0.536573352	0.111599	0.911141365	0.99982942
ENSG00000172053	QARS	624.0433402	0.060219643	0.389697331	0.15484549	0.876943128	0.99982942
ENSG00000159176	CSRP1	940.0710786	0.060175308	0.299948249	0.200605488	0.841007066	0.99982942
ENSG00000185359	HGS	997.1821084	0.060118961	0.404386435	0.148911784	0.881623243	0.99982942
ENSG00000196781	TLE1	126.8185499	0.060052799	0.526095485	0.103591806	0.91749329	0.99982942
ENSG00000102900	NUP93	610.9709603	0.060020744	0.286132255	0.209754199	0.833859522	0.99982942
ENSG00000218018	RP4-800J21.3	56.3335679	0.059933629	0.530003306	0.122933943	0.902159407	0.99982942
ENSG00000132932	ATP8A2	24.75628451	0.059904915	0.442168258	0.127529742	0.898521135	0.99982942
ENSG00000170653	ATF7	185.1225747	0.059866723	0.449672236	0.132404598	0.894664278	0.99982942
ENSG00000180998	GPR137C	40.21949891	0.059840105	0.502380455	0.129028383	0.897335191	0.99982942
ENSG00000027075	PRKCH	6619.439588	0.05983608	0.269346504	0.222186629	0.824168603	0.99982942
ENSG00000176953	NFATC2IP	603.4733539	0.059762495	0.338828661	0.176360359	0.860010845	0.99982942
ENSG00000166435	XRRA1	256.6809947	0.059677912	0.508852838	0.118926532	0.905333562	0.99982942
ENSG00000164976	KIAA1161	74.97458824	0.059673176	0.531537977	0.111344227	0.911343386	0.99982942
ENSG00000223773	CD99P1	60.22714283	0.05961423	0.503539138	0.120195558	0.904328236	0.99982942
ENSG00000145022	TCTA	577.3742597	0.059586758	0.396975187	0.150336661	0.88049901	0.99982942
ENSG00000163785	RYK	275.2227317	0.059491849	0.538397348	0.104298051	0.916932825	0.99982942
ENSG00000182378	PLCXD1	77.30301017	0.059468747	0.524398764	0.111584787	0.911152635	0.99982942
ENSG00000175470	PPP2R2D	496.0579366	0.059247619	0.308077052	0.192321689	0.84749023	0.99982942
ENSG00000185344	ATP6V0A2	777.9431726	0.059204818	0.357128467	0.165700911	0.868392329	0.99982942
ENSG00000170085	SIMC1	191.4304161	0.059177614	0.439586679	0.135224638	0.892434268	0.99982942
ENSG00000152642	GPD1L	430.7869639	0.059149635	0.375020614	0.157544464	0.874815768	0.99982942
ENSG00000258429	PDF	42.04031812	0.059148966	0.539350455	0.10466036	0.916645317	0.99982942
ENSG00000278053	DDX52	474.2171612	0.059068806	0.395708972	0.149653091	0.881038319	0.99982942
ENSG00000089195	TRMT6	184.3594696	0.059059505	0.44257834	0.134506194	0.893002314	0.99982942
ENSG00000091164	TXNL1	642.2095474	0.058924714	0.408063365	0.143829604	0.885635025	0.99982942
ENSG00000086061	DNAJA1	20143.03661	0.05891336	0.448863397	0.130494245	0.896175407	0.99982942
ENSG00000102181	CD99L2	179.6097519	0.058747438	0.539223605	0.109388567	0.912894301	0.99982942
ENSG00000079134	THOC1	384.9180839	0.058731804	0.480828432	0.12309963	0.902028204	0.99982942
ENSG00000088448	ANKRD10	829.4898903	0.058660552	0.309281759	0.189761281	0.849496198	0.99982942
ENSG00000198755	RPL10A	1394.373837	0.058550166	0.289161925	0.20246598	0.839552451	0.99982942
ENSG00000225194	LINC00092	32.20923014	0.058330279	0.534531831	0.105802637	0.915738944	0.99982942
ENSG00000162642	C1orf52	368.8900793	0.058207163	0.315218411	0.184630647	0.853518747	0.99982942
ENSG00000164118	CEP44	138.8861998	0.058202999	0.444440462	0.131649782	0.895261308	0.99982942
ENSG00000237094	RP4-669L17.10	54.52024742	0.058146511	0.534932686	0.107478325	0.91440952	0.99982942
ENSG00000177700	POLR2L	579.8930354	0.058008506	0.383012368	0.151394031	0.879664898	0.99982942
ENSG00000267629	AC138430.4	129.1594798	0.057850803	0.538164059	0.105475586	0.915998442	0.99982942
ENSG00000148384	INPP5E	176.186563	0.057841579	0.461290555	0.126900845	0.899018878	0.99982942
ENSG00000086712	TXLNG	721.9803153	0.057807109	0.508544411	0.114302885	0.908997696	0.99982942
ENSG00000089199	CHGB	23.46458457	0.057668916	0.48128264	0.10246293	0.918389235	0.99982942
ENSG00000137714	FDX1	455.9016163	0.057647577	0.354599816	0.162572002	0.870855433	0.99982942
ENSG00000160352	ZNF714	219.5474415	0.057619635	0.467737056	0.123035335	0.902079118	0.99982942
ENSG00000167074	TEF	46.08366782	0.057572084	0.458084568	0.13186483	0.895091207	0.99982942
ENSG00000157214	STEAP2	42.7475087	0.057552125	0.536755193	0.104929626	0.916431651	0.99982942
ENSG00000146729	GBAS	572.1867689	0.057422367	0.341721772	0.168170799	0.866448913	0.99982942
ENSG00000138964	PARVG	1569.757194	0.057331558	0.233824215	0.245198631	0.806302637	0.99982942
ENSG00000158669	GPAT4	874.8315369	0.057316805	0.310181764	0.184689929	0.853472246	0.99982942
ENSG00000148572	NRBF2	885.5225992	0.05726485	0.27996761	0.204503907	0.837959739	0.99982942
ENSG00000280798	LINC00294	164.5082629	0.05726249	0.529939091	0.107479847	0.914408312	0.99982942
ENSG00000104980	TIMM44	171.6325004	0.057166919	0.475136512	0.119092242	0.905202277	0.99982942
ENSG00000074964	ARHGEF10L	46.57426831	0.057020784	0.481576767	0.18616512	0.852315276	0.99982942
ENSG00000183576	SETD3	404.8173966	0.056957075	0.538612561	0.107914714	0.914063345	0.99982942
ENSG00000138613	APH1B	207.0421453	0.056684796	0.526972298	0.108335517	0.91372955	0.99982942
ENSG00000119682	AREL1	488.7605688	0.056260598	0.391263842	0.143830333	0.885634449	0.99982942
ENSG00000047410	TPR	1656.313502	0.056185334	0.309766816	0.181531716	0.855950241	0.99982942
ENSG00000187109	NAP1L1	1235.376808	0.056085488	0.258858521	0.216667499	0.828467478	0.99982942
ENSG00000196368	NUDT11	74.25913463	0.056046034	0.528075798	0.107984275	0.914008166	0.99982942
ENSG00000106070	GRB10	32.93560008	0.056043851	0.437400453	0.14778687	0.882510972	0.99982942
ENSG00000198888	MT-ND1	5355.103839	0.05597435	0.318949686	0.175476367	0.860705339	0.99982942
ENSG00000168386	FILIP1L	56.05585558	0.055920503	0.505130657	0.106559709	0.915138284	0.99982942
ENSG00000197448	GSTK1	2540.960606	0.055846847	0.317400666	0.176142363	0.8601821	0.99982942
ENSG00000138434	SSFA2	174.2229353	0.055826395	0.491886627	0.113763676	0.909425134	0.99982942
ENSG00000185650	ZFP36L1	1202.611292	0.055795554	0.471779092	0.117029066	0.90683702	0.99982942
ENSG00000004700	RECQL	1038.665305	0.055763071	0.376239648	0.148360083	0.882058601	0.99982942
ENSG00000265241	RBM8A	2251.463735	0.055632796	0.235838441	0.235879189	0.813526418	0.99982942
ENSG00000036549	ZZZ3	419.0875042	0.055595412	0.490482168	0.114996411	0.908447967	0.99982942
ENSG00000064607	SUGP2	539.6403617	0.055567994	0.373302445	0.148999666	0.881553896	0.99982942
ENSG00000168291	PDHB	932.8632234	0.055542145	0.368418357	0.150762011	0.880163454	0.99982942
ENSG00000106615	RHEB	1027.294742	0.055436348	0.343639035	0.161388524	0.871787405	0.99982942
ENSG00000070761	CFAP20	1028.129182	0.055252553	0.311790504	0.177144696	0.859394735	0.99982942
ENSG00000272921	RP11-500M8.7	117.1066747	0.055088586	0.460301987	0.118961517	0.905305844	0.99982942
ENSG00000084733	RAB10	1438.157755	0.055075443	0.343142814	0.160465127	0.87251469	0.99982942
ENSG00000156804	FBXO32	917.4389506	0.054932373	0.493296585	0.11060358	0.911930708	0.99982942
ENSG00000154783	FGD5	37.01952798	0.054889243	0.516040011	0.102602351	0.918278576	0.99982942
ENSG00000104517	UBR5	516.6197616	0.054783178	0.387707585	0.141677543	0.887334714	0.99982942
ENSG00000121749	TBC1D15	1016.822061	0.054755359	0.331155378	0.165318804	0.868693059	0.99982942
ENSG00000183520	UTP11L	315.6990749	0.054748823	0.439152952	0.124170966	0.90117991	0.99982942
ENSG00000168003	SLC3A2	3547.124702	0.054736816	0.271676883	0.201405414	0.840381582	0.99982942
ENSG00000231312	AC007246.3	30.08492254	0.05452467	0.53886963	0.102711221	0.918192168	0.99982942
ENSG00000250771	RP11-153M7.3	169.1882795	0.054489597	0.527874713	0.101611012	0.919065438	0.99982942
ENSG00000172888	ZNF621	77.6527265	0.054485134	0.534896852	0.099680825	0.920597724	0.99982942
ENSG00000168488	ATXN2L	380.0658081	0.054321284	0.382149448	0.141932477	0.887133341	0.99982942
ENSG00000164062	APEH	657.2262042	0.054208486	0.368611648	0.146729684	0.883345388	0.99982942
ENSG00000118298	CA14	22.27140726	0.054208251	0.532415584	0.106586271	0.91511721	0.99982942
ENSG00000006555	TTC22	40.93398523	0.054175587	0.486500657	0.127761849	0.898337442	0.99982942
ENSG00000117228	GBP1	991.3676467	0.054125878	0.462205136	0.116958889	0.906892632	0.99982942
ENSG00000227372	TP73-AS1	123.5299311	0.053960067	0.526918171	0.096402696	0.923200751	0.99982942
ENSG00000197381	ADARB1	287.2736925	0.053956904	0.404841596	0.133507214	0.89379226	0.99982942
ENSG00000090857	PDPR	364.2847872	0.053935653	0.486438346	0.111793159	0.910987412	0.99982942
ENSG00000007944	MYLIP	1656.358485	0.053800071	0.432695437	0.124662501	0.900790746	0.99982942
ENSG00000186591	UBE2H	1015.239404	0.053775851	0.349229385	0.153849385	0.877728494	0.99982942
ENSG00000211445	GPX3	141.4313713	0.053699897	0.526883737	0.18039554	0.856842056	0.99982942
ENSG00000196867	ZFP28	48.35756703	0.053571432	0.488672004	0.138694428	0.889691622	0.99982942
ENSG00000158019	BRE	566.1668796	0.053510272	0.309185893	0.173066494	0.862599162	0.99982942
ENSG00000282997	RP11-95C14.1	25.58719766	0.053311595	0.51396387	0.099106944	0.921053359	0.99982942
ENSG00000147548	WHSC1L1	2046.362651	0.053248636	0.288981149	0.184195789	0.853859863	0.99982942
ENSG00000181315	ZNF322	137.4260521	0.053132027	0.535046093	0.096970982	0.922749439	0.99982942
ENSG00000198783	ZNF830	292.9990068	0.053126788	0.431590077	0.123272784	0.901891091	0.99982942
ENSG00000108774	RAB5C	603.5527575	0.053084798	0.249445546	0.212802634	0.831480909	0.99982942
ENSG00000132950	ZMYM5	580.7501411	0.053031483	0.296280171	0.178992244	0.857943792	0.99982942
ENSG00000110944	IL23A	50.16211793	0.052983762	0.535965611	0.102912436	0.918032467	0.99982942
ENSG00000028277	POU2F2	55.01788637	0.052872735	0.513909631	0.103172949	0.917825709	0.99982942
