Row.names	ens_gene	ext_gene	chromosome_name	start_position	end_position	strand	logFC	logCPM	PValue	FDR
ENSG00000126945	ENSG00000126945	HNRNPH2	X	101408295	101414133	1	-1.47886241381499	5.35491361706123	0.467021600355022	0.737628030090353
ENSG00000130844	ENSG00000130844	ZNF331	19	53520981	53580269	1	-0.814920832939415	9.58248022937448	0.467055287004374	0.737628030090353
ENSG00000148488	ENSG00000148488	ST8SIA6	10	17318383	17454330	-1	-1.07844255753193	-0.593106408910216	0.467026058905918	0.737628030090353
ENSG00000104442	ENSG00000104442	ARMC1	8	65602456	65634217	-1	1.49638469717417	5.341564952435	0.467261904542252	0.737883489582949
ENSG00000204365	ENSG00000204365	C10orf126	10	28846408	28881898	1	-0.744491125755481	-1.0839781793533	0.467503140376282	0.738193562765814
ENSG00000117450	ENSG00000117450	PRDX1	1	45511036	45523047	-1	-1.33830936515608	7.32441712225277	0.467658415424889	0.738367856243943
ENSG00000111642	ENSG00000111642	CHD4	12	6570083	6607476	-1	1.11309229575962	5.24722044344625	0.468002857375411	0.738825209020685
ENSG00000163125	ENSG00000163125	RPRD2	1	150363091	150476566	1	1.51774850328375	2.99556046783382	0.468037931099077	0.738825209020685
ENSG00000185122	ENSG00000185122	HSF1	8	144291591	144314722	1	-1.56362784365309	4.91955871006933	0.468105393121174	0.738860787011895
ENSG00000169100	ENSG00000169100	SLC25A6	X	1386152	1392724	-1	-1.24083416493562	6.93231305767574	0.468230798409115	0.738987807449833
ENSG00000137285	ENSG00000137285	TUBB2B	6	3224261	3231730	-1	1.49791977354039	1.17759052801831	0.468427787026426	0.739166819292777
ENSG00000184307	ENSG00000184307	ZDHHC23	3	113947901	113965401	1	0.897387704866526	4.0707205126061	0.468434106979304	0.739166819292777
ENSG00000073910	ENSG00000073910	FRY	13	32031300	32299122	1	0.876574976172492	3.37550662698521	0.468705825931375	0.739178314426216
ENSG00000116667	ENSG00000116667	C1orf21	1	184387058	184629020	1	1.39424131290804	5.09271171542995	0.468587152277532	0.739178314426216
ENSG00000125877	ENSG00000125877	ITPA	20	3208868	3223870	1	-1.83118034206907	5.72991246837461	0.468711050109504	0.739178314426216
ENSG00000134758	ENSG00000134758	RNF138	18	32091855	32131561	1	-1.77382997028164	7.17958312655293	0.468634321575146	0.739178314426216
ENSG00000185000	ENSG00000185000	DGAT1	8	144314584	144326910	-1	1.43878274382402	2.48061323335672	0.468672780577597	0.739178314426216
ENSG00000248126	ENSG00000248126	CTD-2012J19.2	5	1598127	1598247	1	-1.28268884540023	-1.09996084906704	0.468544337724807	0.739178314426216
ENSG00000272702	ENSG00000272702	RP11-44N22.3	2	73113018	73115907	1	0.772607439357429	0.662100768835637	0.468762006366025	0.739187796615726
ENSG00000138398	ENSG00000138398	PPIG	2	169584340	169641406	1	0.859994027311699	8.16696157285444	0.468926895615357	0.739306044112901
ENSG00000267165	ENSG00000267165	RP11-78A19.3	18	11851414	11852751	-1	-1.77782164145403	5.31992905071709	0.468924517327347	0.739306044112901
ENSG00000006453	ENSG00000006453	BAIAP2L1	7	98291651	98401068	-1	1.06552815257318	-1.15542997546817	0.469177445602028	0.73955927236118
ENSG00000273026	ENSG00000273026	RP11-422P24.10	1	153966516	153966930	1	-0.898149096439228	-1.23727569649485	0.469172030032971	0.73955927236118
ENSG00000160326	ENSG00000160326	SLC2A6	9	133471095	133479137	-1	1.06257109445116	-1.13256406092957	0.469446133351612	0.739699229280892
ENSG00000225484	ENSG00000225484	NUTM2B-AS1	10	79663088	79826594	-1	-1.20297234352819	6.53235773868467	0.469353365198153	0.739699229280892
ENSG00000239305	ENSG00000239305	RNF103	2	86603393	86623866	-1	-1.60510580352826	5.90357231293209	0.469369938821234	0.739699229280892
ENSG00000250120	ENSG00000250120	PCDHA10	5	140855883	141012344	1	-0.671609055786688	-0.392592035558935	0.469425718600008	0.739699229280892
ENSG00000160471	ENSG00000160471	COX6B2	19	55349306	55354814	-1	0.425641131931778	0.823506751422612	0.469682947466206	0.739788875404778
ENSG00000203327	ENSG00000203327	AC012358.7	2	55214387	55216126	-1	0.734398380877614	-0.777910323102103	0.469655814700694	0.739788875404778
ENSG00000234350	ENSG00000234350	AC007405.4	2	170723086	170770768	-1	-0.618758153003915	-0.64877428329227	0.469562586296574	0.739788875404778
ENSG00000263360	ENSG00000263360	RN7SL134P	16	82844455	82844757	1	0.746804728883974	-0.85827651335443	0.469607373356834	0.739788875404778
ENSG00000141503	ENSG00000141503	MINK1	17	4833388	4898061	1	1.61727512698322	4.2773533808675	0.469896148211507	0.740051535101812
ENSG00000162630	ENSG00000162630	B3GALT2	1	193179045	193186654	-1	-2.82367924082377	4.45975187956604	0.469939699191544	0.740051535101812
ENSG00000111912	ENSG00000111912	NCOA7	6	125781161	125932030	1	-1.23525554880763	6.8222976723954	0.470067610053179	0.740111237080667
ENSG00000154822	ENSG00000154822	PLCL2	3	16802651	17090594	1	1.6758547485384	4.10548888233604	0.470055030967051	0.740111237080667
ENSG00000278931	ENSG00000278931	bP-2189O9.2	21	8857260	8880976	1	-1.82031121200453	0.869857503906232	0.470169236529417	0.74020038606292
ENSG00000063978	ENSG00000063978	RNF4	4	2462220	2625320	1	-1.58867062230101	5.92473938009474	0.470269503482019	0.740287377849232
ENSG00000227051	ENSG00000227051	C14orf132	14	96039324	96094080	1	0.891961280377574	-1.16694590736122	0.470389391394387	0.74033438471421
ENSG00000231764	ENSG00000231764	DLX6-AS1	7	96955141	97014065	-1	0.654585410016589	0.118069248180071	0.470370896662395	0.74033438471421
ENSG00000145687	ENSG00000145687	SSBP2	5	81413021	81751797	-1	0.585805148057101	3.00365547486231	0.470436580626108	0.740337808971161
ENSG00000237945	ENSG00000237945	LINC00649	21	33915534	33977691	1	-0.925066277985729	4.69134495410082	0.470565968709455	0.740470578584424
ENSG00000121236	ENSG00000121236	TRIM6	11	5596109	5612958	1	0.887585761057437	-1.0871758932693	0.470720776336149	0.740643318511493
ENSG00000165233	ENSG00000165233	CARD19	9	93096218	93113283	1	-0.946154586261151	5.80971212512493	0.470798504375064	0.740694758126715
ENSG00000165566	ENSG00000165566	AMER2	13	25161684	25172288	-1	0.756867052360152	-0.86845753409068	0.470868965338348	0.740734755898595
ENSG00000136936	ENSG00000136936	XPA	9	97674909	97697357	-1	1.21248054240073	5.80152218626865	0.470958182253834	0.740804248615991
ENSG00000157181	ENSG00000157181	C1orf27	1	186375838	186421378	1	-2.0501610383185	6.64442762898584	0.471151793944575	0.740909129744672
ENSG00000234083	ENSG00000234083	AJ006995.3	21	27954922	27985295	1	-0.876245479060617	-1.23977336617282	0.471100282281123	0.740909129744672
ENSG00000252561	ENSG00000252561	RNU1-125P	16	3069523	3069651	1	-1.46177863646665	0.11432595683069	0.471160004134464	0.740909129744672
ENSG00000135999	ENSG00000135999	EPC2	2	148644440	148787568	1	-2.45023663213983	4.36531722185669	0.471214617740255	0.740924169978392
ENSG00000105617	ENSG00000105617	LENG1	19	54155161	54159882	-1	-1.95363314707482	4.92695461194352	0.471394460545046	0.741136095266644
ENSG00000137818	ENSG00000137818	RPLP1	15	69452784	69456194	1	-0.355215585027575	10.3454028949203	0.471624098764172	0.741426261935991
ENSG00000152795	ENSG00000152795	HNRNPDL	4	82422564	82430408	-1	0.701643583953107	9.06109776576791	0.471677439451587	0.741439247506475
ENSG00000185634	ENSG00000185634	SHC4	15	48823735	48963444	-1	-0.995653888645458	-0.0224995884532073	0.47193290072879	0.741769917649695
ENSG00000233264	ENSG00000233264	AC006042.8	7	7980312	7982228	1	0.961540512768018	-1.21315870433501	0.472153550290779	0.742045813820587
ENSG00000100764	ENSG00000100764	PSMC1	14	90256495	90275429	1	-1.2259529845119	5.26553392556259	0.47237557282301	0.742323814849995
ENSG00000251920	ENSG00000251920	RNA5SP216	6	125979812	125979934	-1	-1.06639287605303	-1.19662923324047	0.472510136942756	0.742464337660982
ENSG00000168038	ENSG00000168038	ULK4	3	41246599	41962430	-1	1.53741385408779	4.71817316633322	0.472791457787343	0.74283541328128
ENSG00000263669	ENSG00000263669	RN7SL470P	2	70075014	70075272	-1	-0.798863941604161	-0.14760690837042	0.472910075857042	0.742950808828042
ENSG00000125450	ENSG00000125450	NUP85	17	75205659	75235758	1	1.51155374932507	5.30534086820748	0.473204937335498	0.743343037665418
ENSG00000161980	ENSG00000161980	POLR3K	16	46407	53628	-1	1.01983324063389	5.88328305238166	0.473361058255707	0.743517269136818
ENSG00000127922	ENSG00000127922	SHFM1	7	96481626	96709891	-1	0.673058722007275	8.11790988937232	0.473556210148655	0.743674547567749
ENSG00000136051	ENSG00000136051	KIAA1033	12	105107324	105169134	1	-1.09272717240147	5.83563090958764	0.47359683901165	0.743674547567749
ENSG00000254337	ENSG00000254337	RP11-865I6.2	8	68848742	68852763	-1	0.463346975354483	0.893963465170767	0.473571334744065	0.743674547567749
ENSG00000140632	ENSG00000140632	GLYR1	16	4803203	4847342	-1	-1.9898230169495	4.12058809148938	0.473993628492997	0.744226559219506
ENSG00000270977	ENSG00000270977	AC015849.16	17	35893707	35911023	-1	-1.29365794865406	-0.907270652855527	0.474127394904665	0.744365527300213
ENSG00000099864	ENSG00000099864	PALM	19	708939	748329	1	-0.914244675053729	-1.16809420605796	0.474323059011167	0.744601637067544
ENSG00000254610	ENSG00000254610	RP5-903G2.2	11	67934563	67955802	-1	-0.989367537586524	-1.20053411489042	0.47458340610952	0.744908418464762
ENSG00000269927	ENSG00000269927	RP6-91H8.3	14	71141125	71143253	-1	-0.966735400413549	0.0492229590075892	0.474609066522298	0.744908418464762
ENSG00000166266	ENSG00000166266	CUL5	11	108008733	108107776	1	-1.90158319352577	5.13835711209863	0.474743147430804	0.745047762003286
ENSG00000162910	ENSG00000162910	MRPL55	1	228106679	228109312	-1	1.40535763873704	6.39778783018706	0.474951469260489	0.745303579327094
ENSG00000103544	ENSG00000103544	C16orf62	16	19555240	19706793	1	-0.719031006764227	4.05159860399477	0.47511967584396	0.745496404179128
ENSG00000223865	ENSG00000223865	HLA-DPB1	6	33075926	33087201	1	0.673776337891512	8.58912317533668	0.475478712516352	0.745988589598059
ENSG00000273448	ENSG00000273448	RP11-166O4.6	7	67333047	67334383	1	-0.663971258031069	1.56846409852347	0.475629207519499	0.746153526905113
ENSG00000198604	ENSG00000198604	BAZ1A	14	34752731	34875647	-1	-1.20334999117498	7.60438851233868	0.475731366015031	0.746242611049043
ENSG00000074603	ENSG00000074603	DPP8	15	65442463	65517704	-1	-1.75041299530457	6.20817162088327	0.476033707543368	0.746264857254972
ENSG00000108654	ENSG00000108654	DDX5	17	64499616	64508199	-1	-0.450188344303987	11.5140035543925	0.475862917727324	0.746264857254972
ENSG00000140030	ENSG00000140030	GPR65	14	88005124	88014811	1	0.836553523815644	8.61382008131778	0.475918241769067	0.746264857254972
ENSG00000147471	ENSG00000147471	PROSC	8	37762593	37779767	1	-2.11396837415354	4.8287462803334	0.476031204148121	0.746264857254972
ENSG00000186842	ENSG00000186842	LINC00846	21	32572238	32575881	-1	-0.964234091990059	-1.21123189106471	0.475960920277946	0.746264857254972
ENSG00000234290	ENSG00000234290	AC116366.6	5	132468890	132473043	-1	1.17588038662089	1.31611562559879	0.475800647216674	0.746264857254972
ENSG00000279636	ENSG00000279636	LINC00216	14	58288033	58289158	1	-1.08106586713011	-1.20096323426723	0.476063165459912	0.746264857254972
ENSG00000034713	ENSG00000034713	GABARAPL2	16	75566351	75577881	1	-1.12752406845969	8.29921493782013	0.476228389838112	0.746437631903477
ENSG00000270503	ENSG00000270503	YTHDF2P1	14	39215065	39216335	1	-0.817767132541452	-1.23577069240512	0.476264152076068	0.746437631903477
ENSG00000196290	ENSG00000196290	NIF3L1	2	200889327	200903930	1	-2.24905551995781	6.13658190633132	0.476340538244622	0.746486215579733
ENSG00000151690	ENSG00000151690	MFSD6	2	190408355	190509205	1	1.28779746830619	5.37201181935022	0.476436852616706	0.746566017052875
ENSG00000116752	ENSG00000116752	BCAS2	1	114567557	114581639	-1	-1.18359683525678	7.82254304910501	0.476668712648015	0.746749292649979
ENSG00000149196	ENSG00000149196	C11orf73	11	86302211	86345931	1	1.17328570961356	6.5928869655218	0.476733232304526	0.746749292649979
ENSG00000151503	ENSG00000151503	NCAPD3	11	134150119	134225454	-1	-1.62771456092636	6.03571053441203	0.476825161532882	0.746749292649979
ENSG00000254635	ENSG00000254635	WAC-AS1	10	28522652	28532743	-1	1.324910973671	5.14289490001277	0.476622312232282	0.746749292649979
ENSG00000256671	ENSG00000256671	LIMS3L	2	110446640	110473075	-1	-1.0404766983368	-1.19384216465175	0.476818167857846	0.746749292649979
ENSG00000258890	ENSG00000258890	CEP95	17	64506588	64542461	1	-2.18031931785155	4.73541359752835	0.476826234049376	0.746749292649979
ENSG00000183172	ENSG00000183172	SMDT1	22	42079691	42084284	1	-1.47697905492502	6.13206584133591	0.47705054373991	0.746853467418378
ENSG00000187778	ENSG00000187778	MCRS1	12	49556544	49568153	-1	-1.65603150264899	3.94302450373438	0.477070512261317	0.746853467418378
ENSG00000269743	ENSG00000269743	SLC25A53	X	104099214	104157027	-1	1.17504788785453	3.45270033147979	0.476980252392563	0.746853467418378
ENSG00000274523	ENSG00000274523	WBSCR16	7	75027122	75074228	-1	-2.44823067484688	3.20877399314471	0.477074392211192	0.746853467418378
ENSG00000174695	ENSG00000174695	TMEM167A	5	83052846	83077863	-1	1.16069034348696	7.31450642732454	0.477153697872885	0.746906526022209
ENSG00000198830	ENSG00000198830	HMGN2	1	26472450	26475972	1	-0.700465949964515	9.11763301684903	0.477200964995013	0.746909428175959
ENSG00000164162	ENSG00000164162	ANAPC10	4	144967112	145098541	-1	1.46481259326832	4.57259154663817	0.477378855215762	0.747053926194608
ENSG00000226397	ENSG00000226397	C12orf77	12	24993424	24997519	-1	0.578071733001729	-0.478289193428256	0.477384128674246	0.747053926194608
ENSG00000119392	ENSG00000119392	GLE1	9	128504700	128542288	1	1.53136628179577	2.52162322749199	0.477647673209068	0.747324132540861
ENSG00000234840	ENSG00000234840	LINC01239	9	22646200	22824213	1	-1.04107321332696	-1.10623305866398	0.477616912860588	0.747324132540861
ENSG00000214425	ENSG00000214425	LRRC37A4P	17	45506741	45550335	-1	1.60229616712087	4.13986811858262	0.477801761984705	0.747494110088694
ENSG00000065526	ENSG00000065526	SPEN	1	15847864	15940460	1	-1.81612256244435	6.23308016257714	0.477947694739536	0.74757387216587
ENSG00000101844	ENSG00000101844	ATG4A	X	108091668	108154671	1	1.60612879768637	4.19441818497303	0.477989106809527	0.74757387216587
ENSG00000259805	ENSG00000259805	RP11-382A20.5	15	82925884	83103443	1	-0.774912484873297	-0.973724704404559	0.47793254805614	0.74757387216587
ENSG00000159214	ENSG00000159214	CCDC24	1	43991359	43996528	1	-0.802360217666736	-0.964209720456886	0.478299925686316	0.747885498215709
ENSG00000196715	ENSG00000196715	VKORC1L1	7	65873267	65959563	1	0.97901305343503	1.68792495698685	0.478324773863382	0.747885498215709
ENSG00000245025	ENSG00000245025	RP11-875O11.1	8	22984596	23019335	-1	0.448110287055181	-0.0979202635779737	0.478313720846261	0.747885498215709
ENSG00000110074	ENSG00000110074	FOXRED1	11	126269055	126278131	1	1.0160206001795	1.98130853967301	0.478431346127885	0.74798102184081
ENSG00000127540	ENSG00000127540	UQCR11	19	1597172	1605490	-1	-0.616825459939015	8.54663242528051	0.478583169268948	0.748147265941106
ENSG00000205571	ENSG00000205571	SMN2	5	70049612	70078522	1	0.992191917227746	6.47630273638909	0.478754895088111	0.748344588435104
ENSG00000105971	ENSG00000105971	CAV2	7	116287380	116508541	1	0.625278567185378	-0.67220878324626	0.479000823320784	0.748426875220598
ENSG00000106609	ENSG00000106609	TMEM248	7	66921225	66958551	1	-1.44960908776613	6.68660067001729	0.479099324231781	0.748426875220598
ENSG00000125520	ENSG00000125520	SLC2A4RG	20	63739861	63743505	1	1.12180668895766	2.69853884630755	0.479177657096686	0.748426875220598
ENSG00000179314	ENSG00000179314	WSCD1	17	5772234	6124427	1	0.768635784456262	-0.0375298780068841	0.479062141869096	0.748426875220598
ENSG00000237851	ENSG00000237851	RP1-67K17.4	6	142788123	142794086	1	-1.14359765747999	-0.880621569729939	0.479251199738864	0.748426875220598
ENSG00000241258	ENSG00000241258	CRCP	7	66114604	66154568	1	1.13629141137038	3.6341600001705	0.478926537243877	0.748426875220598
ENSG00000242474	ENSG00000242474	AC093627.9	7	135853	149466	-1	-2.35593988012291	1.88217293631872	0.479098400424225	0.748426875220598
ENSG00000275993	ENSG00000275993	CH507-42P11.8	21	6111134	6123739	1	1.19716132453233	5.22970857946889	0.47915275248882	0.748426875220598
ENSG00000279605	ENSG00000279605	RP11-661A12.8	8	143578358	143583304	1	-1.24238464463704	0.324281955393177	0.479262591951319	0.748426875220598
ENSG00000281698	ENSG00000281698	Metazoa_SRP	10	125173745	125173986	1	1.02166337918928	-1.17789130317867	0.479173036619911	0.748426875220598
ENSG00000101546	ENSG00000101546	RBFA	18	80034358	80046397	1	0.527642209381927	2.30944614974412	0.479335136577892	0.748469096297027
ENSG00000186854	ENSG00000186854	TRABD2A	2	84821650	84907008	-1	-0.706574881047893	3.30736239180576	0.479490134653294	0.7485689838294
ENSG00000267549	ENSG00000267549	AC006116.17	19	56314703	56341287	1	-0.935915093159857	-1.23381384562647	0.479446210948334	0.7485689838294
ENSG00000185420	ENSG00000185420	SMYD3	1	245749342	246507312	-1	-1.89072965307687	4.30526579638856	0.479624653533951	0.74870792299477
ENSG00000263081	ENSG00000263081	AC004878.8	7	75232928	75233924	1	-1.04863939911631	-1.18275488534318	0.479945927897095	0.749138338817834
ENSG00000051108	ENSG00000051108	HERPUD1	16	56932048	56944863	1	-0.940793363643588	9.10602641697198	0.480468875975852	0.749632076860959
ENSG00000109920	ENSG00000109920	FNBP4	11	47716517	47767443	-1	-1.04522180973082	7.75328548446924	0.480490141318674	0.749632076860959
ENSG00000169057	ENSG00000169057	MECP2	X	154021573	154137103	-1	0.740402989845458	6.60474203286541	0.480364697241837	0.749632076860959
ENSG00000199332	ENSG00000199332	Y_RNA	6	31402152	31402250	-1	-1.53545124745694	-1.0611742289589	0.480406065159561	0.749632076860959
ENSG00000267135	ENSG00000267135	AD000091.3	19	15611623	15611909	-1	-0.921854576130569	-1.23242309335319	0.480360515853986	0.749632076860959
ENSG00000127124	ENSG00000127124	HIVEP3	1	41506365	42035925	-1	1.30222941954421	4.81585931233429	0.48053888841237	0.749637019607157
ENSG00000210151	ENSG00000210151	MT-TS1	MT	7446	7514	-1	-0.399079802140717	1.09617752123361	0.480611061715761	0.74967850265925
ENSG00000128016	ENSG00000128016	ZFP36	19	39406813	39409412	1	-0.554652652934467	10.0977650148613	0.480782874824285	0.749875385702704
ENSG00000116698	ENSG00000116698	SMG7	1	183472216	183598246	1	-2.17720914270985	5.97377331193933	0.481172354820219	0.750198286067698
ENSG00000197580	ENSG00000197580	BCO2	11	112175467	112224699	1	-0.795615902556636	-0.48626655978172	0.481053602813156	0.750198286067698
ENSG00000233220	ENSG00000233220	LINC00167	11	130002938	130004356	1	-1.24484415629933	1.29921043148686	0.481106944319058	0.750198286067698
ENSG00000254452	ENSG00000254452	RP11-867G23.4	11	66276779	66277492	-1	1.02904864008187	2.59873179848044	0.481166923033984	0.750198286067698
ENSG00000015171	ENSG00000015171	ZMYND11	10	134465	254637	1	1.47020468380177	7.22594947787748	0.481359037828108	0.750271096000251
ENSG00000187837	ENSG00000187837	HIST1H1C	6	26055787	26056428	-1	1.20527863717086	5.42965515662537	0.481401524660464	0.750271096000251
ENSG00000230189	ENSG00000230189	GS1-124K5.2	7	66409143	66490059	-1	-0.807166636925944	-1.2179881690934	0.481395301992817	0.750271096000251
ENSG00000274211	ENSG00000274211	SOCS7	17	38352228	38405593	1	-1.11407254528454	0.428116184413523	0.481388870520678	0.750271096000251
ENSG00000180035	ENSG00000180035	ZNF48	16	30378106	30400108	1	-1.13952782164725	-0.968095627779415	0.481515886507458	0.75037822488044
ENSG00000083457	ENSG00000083457	ITGAE	17	3714628	3801243	-1	-1.06110008293687	7.63879662722362	0.481601392287707	0.750440369394213
ENSG00000262791	ENSG00000262791	RP11-961A15.1	17	1725748	1738585	-1	-1.79623975030818	1.33556860502448	0.481715587070869	0.750476106901068
ENSG00000263179	ENSG00000263179	HNRNPCP4	16	11242653	11243552	1	0.718918481938614	-1.14734044390846	0.481691016704102	0.750476106901068
ENSG00000119906	ENSG00000119906	SLF2	10	100912569	100965136	1	1.24527065267114	5.41233044180524	0.481944027768927	0.750638665828366
ENSG00000152380	ENSG00000152380	FAM151B	5	80487969	80542563	1	-1.13180155203023	-1.18669366074526	0.48195684995121	0.750638665828366
ENSG00000181915	ENSG00000181915	ADO	10	62804857	62808483	1	-2.21872693204072	2.49104986546883	0.481865663285535	0.750638665828366
ENSG00000166887	ENSG00000166887	VPS39	15	42158701	42208316	-1	1.45698769844214	5.65097981791897	0.482099607968457	0.750789911207008
ENSG00000129559	ENSG00000129559	NEDD8	14	24216852	24232454	-1	-0.827201962200115	8.1663657436605	0.482206865456935	0.75088584701479
ENSG00000196335	ENSG00000196335	STK31	7	23710167	23832513	1	-0.801681155601047	-0.968093355791832	0.482372529725109	0.751072706275572
ENSG00000172057	ENSG00000172057	ORMDL3	17	39921041	39927601	-1	1.34496909273427	5.43679231898311	0.482476716140544	0.751163815823886
ENSG00000258170	ENSG00000258170	RP11-263K4.5	12	82481118	82497560	-1	-0.963966095507105	-0.99427092625703	0.482608770693205	0.751298291679238
ENSG00000141504	ENSG00000141504	SAT2	17	7626234	7627876	-1	1.44537872429792	5.19778608555049	0.48268611541096	0.751308490880955
ENSG00000184313	ENSG00000184313	MROH7	1	54641754	54710266	1	0.862014182897481	-1.13752768609961	0.482706683476564	0.751308490880955
ENSG00000249487	ENSG00000249487	LINC01586	15	88585566	88605110	-1	-0.913893017795649	-1.23537080780425	0.482761623216922	0.751322900931937
ENSG00000235162	ENSG00000235162	C12orf75	12	105235290	105396097	1	-1.06369763622792	8.31604464948365	0.482839769240813	0.7513734208254
ENSG00000221923	ENSG00000221923	ZNF880	19	52369917	52385795	1	1.49853849679793	4.43643149130679	0.482935878468653	0.751451882041053
ENSG00000180957	ENSG00000180957	PITPNB	22	27851669	27920134	-1	-1.75798484101812	6.38146241191971	0.483143855321265	0.751704378816464
ENSG00000124207	ENSG00000124207	CSE1L	20	49046246	49096960	1	-2.32950575573971	4.46951769278437	0.483362327667328	0.751973155802548
ENSG00000261783	ENSG00000261783	RP11-252K23.2	16	75379818	75381260	-1	-0.929824183095969	-1.20685580576467	0.483451928192494	0.752041413315232
ENSG00000199990	ENSG00000199990	VTRNA1-1	5	140711275	140711373	1	-0.969581622223852	-1.05782214854358	0.483530351621849	0.752063535863913
ENSG00000267450	ENSG00000267450	OR1AB1P	19	16051929	16052689	1	-0.900765153081229	-1.09005878958229	0.483557602709362	0.752063535863913
ENSG00000161179	ENSG00000161179	YDJC	22	21628089	21630064	-1	1.41802857214417	5.71815213828882	0.483680745862991	0.75218392844257
ENSG00000161960	ENSG00000161960	EIF4A1	17	7572706	7579005	1	0.77485496682619	8.36684555226535	0.483864256663001	0.752333693581745
ENSG00000273913	ENSG00000273913	Metazoa_SRP	2	42511570	42511851	1	-0.633519110293225	0.140603379517815	0.483868535946233	0.752333693581745
ENSG00000115649	ENSG00000115649	CNPPD1	2	219171897	219178106	-1	0.953431163505563	-0.664063799123072	0.483923678552682	0.752340243262826
ENSG00000255146	ENSG00000255146	RP11-659P15.1	11	58044110	58060138	-1	-0.929102224587496	-1.23512192298229	0.483979216256332	0.752340243262826
ENSG00000267691	ENSG00000267691	SHC1P2	17	44228760	44230228	-1	-1.15655721378398	-0.929661076818926	0.484009978352524	0.752340243262826
ENSG00000014641	ENSG00000014641	MDH1	2	63588609	63607197	1	-1.26833551945666	8.22051171944527	0.484163714442928	0.752508090289438
ENSG00000169230	ENSG00000169230	PRELID1	5	177303774	177306959	1	-1.30025401278833	7.6729386937935	0.484323653520811	0.752685545635149
ENSG00000174021	ENSG00000174021	GNG5	1	84498325	84506565	-1	-1.19364932902538	6.96520989775938	0.484563528504375	0.7529483257609
ENSG00000237815	ENSG00000237815	AC007000.11	7	77060345	77060479	-1	1.04692303115463	-1.01346827738753	0.484584302801674	0.7529483257609
ENSG00000138738	ENSG00000138738	PRDM5	4	120684919	120922870	-1	0.880979267955997	-1.02538362155106	0.484673504716495	0.753015788028735
ENSG00000213551	ENSG00000213551	DNAJC9	10	73183362	73248862	-1	1.56997880326186	6.12577443692277	0.484743081398084	0.75302559964824
ENSG00000224505	ENSG00000224505	AC002117.1	17	45150400	45161510	-1	1.13595257080364	1.92141663429803	0.484771389862928	0.75302559964824
ENSG00000205362	ENSG00000205362	MT1A	16	56638666	56750276	1	-0.998157659719526	-1.18775138009917	0.485123945425438	0.753502080499782
ENSG00000175265	ENSG00000175265	GOLGA8A	15	34379068	34437466	-1	0.804939030192592	6.93524112938411	0.485489584704408	0.753998791277942
ENSG00000100890	ENSG00000100890	KIAA0391	14	35121846	35277614	1	-1.09273583704576	-0.581282335120017	0.485689227737312	0.754061449202113
ENSG00000117385	ENSG00000117385	P3H1	1	42746335	42767084	-1	0.527889111756708	4.55590103044573	0.48585086503282	0.754061449202113
ENSG00000130066	ENSG00000130066	SAT1	X	23783173	23786226	1	-0.763348504352504	9.62829989168277	0.485815009364061	0.754061449202113
ENSG00000139726	ENSG00000139726	DENR	12	122752774	122771064	1	-0.789191876662584	6.76498139345302	0.48560362611344	0.754061449202113
ENSG00000200534	ENSG00000200534	SNORA33	6	132817219	132817348	1	-1.28586652148973	-0.892617022343351	0.485774884265937	0.754061449202113
ENSG00000235655	ENSG00000235655	H3F3AP4	2	174719908	174720318	1	-0.519021689737441	7.84897745819569	0.485792539505502	0.754061449202113
ENSG00000264746	ENSG00000264746	AC004552.1	X	24348809	24348906	1	0.866259825843958	-1.05189000635838	0.485834991686921	0.754061449202113
ENSG00000268153	ENSG00000268153	AC005176.2	19	39638685	39642401	1	0.768580422217212	-1.0541541702356	0.485912037616067	0.754085231427765
ENSG00000164597	ENSG00000164597	COG5	7	107201555	107564514	-1	-1.88606643661969	6.21970203159549	0.486053756320957	0.754233996623339
ENSG00000184613	ENSG00000184613	NELL2	12	44508275	44921848	-1	-1.74578783517993	6.8536420505579	0.486231146231805	0.754422631621782
ENSG00000274079	ENSG00000274079	Metazoa_SRP	15	96496180	96496462	-1	-0.812867230219397	-1.07064761187389	0.486267058905728	0.754422631621782
ENSG00000146833	ENSG00000146833	TRIM4	7	99876958	99919600	-1	1.25304102636336	6.48885385244	0.4866660699284	0.754970463319411
ENSG00000261428	ENSG00000261428	RP11-16P6.1	2	222566899	222569719	-1	-0.615621908341722	0.273803647582802	0.486774365614545	0.75506724429524
ENSG00000221235	ENSG00000221235	AC110813.1	4	150639756	150639866	-1	-0.803207097366026	-1.10111289673391	0.487017016103353	0.755372393799683
ENSG00000083799	ENSG00000083799	CYLD	16	50742050	50801935	1	0.801687849196113	8.66309602133943	0.487194492726347	0.755380776369761
ENSG00000143575	ENSG00000143575	HAX1	1	154272511	154275875	1	1.02970345665418	7.67261919258417	0.487206133381797	0.755380776369761
ENSG00000168273	ENSG00000168273	SMIM4	3	52534013	52579237	1	1.37753109195534	2.95431996224844	0.487145355076677	0.755380776369761
ENSG00000247130	ENSG00000247130	RP11-366H4.3	4	188140822	188143379	-1	0.677780239178928	-0.892521001703282	0.48709582804788	0.755380776369761
ENSG00000258352	ENSG00000258352	RP11-23J18.1	12	47135498	47138370	-1	1.60091463669696	2.40022395705488	0.487326638234661	0.755496391652885
